"id","symbol","name","sector","price","price_earnings","dividend_yield","earnings_share","low_52_week","high_52_week","market_cap","ebitda","price_sales","price_book","sec_filings"
"290","MTB","M&T Bank Corp.","Financials","178.35","18.91","1.621885","8.69","193.85","141.12","27840827434.0","0.0","4.627789","1.79","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MTB"
"291","MAC","Macerich","Real Estate","58.36","14.81","4.91776","3.43","69.73","52.12","8473119166.0","503183000.0","11.394877","2.24","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAC"
"292","M","Macy's Inc.","Consumer Discretionary","24.0","7.67","6.098546","1.98","33.73","17.41","7541063495.0","2446000000.0","0.455032","1.69","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=M"
"293","MRO","Marathon Oil Corp.","Energy","15.68","-32.0","1.22474","-2.65","19.52","10.55","13875005314.0","2266000000.0","4.657876","0.0","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MRO"
"294","MPC","Marathon Petroleum","Energy","62.79","16.06","2.826855","6.85","73.53","47.39","31633740000.0","5978000000.0","0.427135","2.43","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MPC"
"295","MAR","Marriott Int'l.","Consumer Discretionary","133.88","32.73","0.945288","2.67","149.21","85.37","50910130358.0","2620000000.0","2.999725","11.02","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAR"
"296","MMC","Marsh & McLennan","Financials","79.31","20.23","1.825706","2.87","86.54","69.33","41819440000.0","3236000000.0","2.984895","5.85","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMC"
"297","MLM","Martin Marietta Materials","Materials","208.42","30.38","0.804204","6.63","244.32","191.09","13756812736.0","975223000.0","4.416998","3.03","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MLM"
"298","MAS","Masco Corp.","Industrials","40.7","22.12","0.983837","1.47","46.45","31.29","13428792315.0","1179000000.0","2.308266","11.93","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAS"
"299","MA","Mastercard Inc.","Information Technology","160.62","34.99","0.592663","3.65","177.11","105.8","187102014193.0","7113000000.0","15.020556","26.93","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MA"
"300","MAT","Mattel Inc.","Consumer Discretionary","16.0","-14.68","0.0","-3.06","26.3","12.71","5843402350.0","-203599000.0","1.186372","3.87","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAT"
"301","MKC","McCormick & Co.","Consumer Staples","101.36","23.91","2.026106","3.73","109.67","90.25","13459353253.0","815700000.0","2.778828","5.2","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MKC"
"302","MCD","McDonald's Corp.","Consumer Discretionary","158.97","23.83","2.437994","6.36","178.7","124.36","132101623787.0","10515400000.0","5.770237","146.07","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCD"
"303","MCK","McKesson Corp.","Health Care","150.23","11.68","0.889878","22.74","178.86","133.82","31534840262.0","7232000000.0","0.153186","2.68","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCK"
"304","MDT","Medtronic plc","Health Care","78.38","17.04","2.261832","2.89","89.72","75.44","110107062300.0","9204000000.0","4.944542","2.14","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MDT"
"305","MRK","Merck & Co.","Health Care","54.73","13.75","3.435934","1.4","66.8","53.63","152241530340.0","8715000000.0","5.089335","4.02","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MRK"
"306","MET","MetLife Inc.","Financials","44.28","8.52","3.458712","0.63","56.58","44.58","48679364276.0","0.0","1.049686","0.85","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MET"
"307","MTD","Mettler Toledo","Health Care","601.0","35.56","0.0","14.24","697.26","459.34","16420774443.0","666706000.0","8.372307","31.69","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MTD"
"308","MGM","MGM Resorts International","Consumer Discretionary","33.5","29.65","1.268743","1.92","38.41","25.15","19633674337.0","2680385000.0","2.227672","3.09","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MGM"
"309","KORS","Michael Kors Holdings","Consumer Discretionary","60.03","14.29","0.0","3.31","69.95","32.38","10053919023.0","456600000.0","3.145593","5.4","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KORS"
"310","MCHP","Microchip Technology","Information Technology","79.9","21.77","1.751297","0.66","99.17","69.76","19393095636.0","997492000.0","7.447518","5.9","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCHP"
"311","MU","Micron Technology","Information Technology","40.0","9.01","0.0","4.36","49.89","22.64","48576791974.0","12541000000.0","2.191281","2.02","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MU"
"312","MSFT","Microsoft Corp.","Information Technology","85.01","25.76","1.874791","2.97","96.07","63.22","689978437468.0","41079000000.0","7.113097","9.49","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MSFT"
"313","MAA","Mid-America Apartments","Real Estate","85.39","14.38","4.19652","2.86","110.95","86.95","9992628990.0","871483000.0","6.629108","1.6","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAA"
"314","MHK","Mohawk Industries","Consumer Discretionary","256.57","19.08","0.0","12.48","286.85","209.9","19897356456.0","1750393000.0","2.797782","2.88","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MHK"
"315","TAP","Molson Coors Brewing Company","Consumer Staples","74.51","17.66","2.153361","9.27","102.14","75.79","12396862128.0","4708400000.0","1.237169","1.34","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TAP"
"316","MDLZ","Mondelez International","Consumer Staples","42.68","19.85","1.99773","1.91","47.23","39.19","65827817742.0","4355000000.0","2.570861","2.52","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MDLZ"
"317","MON","Monsanto Co.","Materials","119.08","21.53","1.793871","5.09","123.15","106.97","53076824328.0","4217000000.0","3.589782","7.96","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MON"
"318","MNST","Monster Beverage","Consumer Staples","61.99","42.17","0.0","1.19","70.22","41.02","36403831015.0","1229478000.0","14.152587","9.56","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MNST"
"319","MCO","Moody's Corp","Financials","152.14","26.55","1.114065","1.35","167.23","106.48","30189978000.0","1238000000.0","9.932974","73.84","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCO"
"320","MS","Morgan Stanley","Financials","51.79","14.23","1.833181","3.09","58.05","40.06","97535400000.0","0.0","2.225884","1.33","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MS"
"321","MSI","Motorola Solutions Inc.","Information Technology","98.74","19.03","2.026698","-1.08","107.78","77.23","16626039679.0","1629000000.0","2.609263","6.81","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MSI"
"322","MYL","Mylan N.V.","Health Care","39.25","8.35","0.0","0.93","47.82","29.39","21698849265.0","3113300000.0","2.535894","1.63","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MYL"
"323","NDAQ","Nasdaq, Inc.","Financials","75.21","17.78","1.967128","4.32","83.29","65.98","12844304115.0","1212000000.0","3.259108","2.25","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NDAQ"
"324","NOV","National Oilwell Varco Inc.","Energy","32.64","-77.71","0.587372","-6.4","41.9","29.9","12940096785.0","353000000.0","2.520963","0.91","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NOV"
"325","NAVI","Navient","Financials","13.38","7.56","4.558404","1.01","16.97","11.48","3692691330.0","0.0","0.698658","1.02","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NAVI"
"326","NTAP","NetApp","Information Technology","55.85","26.1","1.388166","1.81","64.06","37.43","15375210915.0","1075000000.0","3.668703","5.46","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NTAP"
"327","NFLX","Netflix Inc.","Information Technology","250.1","200.08","0.0","1.25","286.81","138.26","114805404842.0","809028000.0","9.861594","30.8","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NFLX"
"328","NWL","Newell Brands","Consumer Discretionary","27.91","9.72","3.122879","1.17","55.08","23.85","14438346000.0","2021400000.0","1.281048","1.01","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NWL"
"329","NFX","Newfield Exploration Co","Energy","26.38","13.12","0.0","-6.5","43.74","24.41","5695123080.0","896000000.0","4.703259","4.51","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NFX"
"330","NEM","Newmont Mining Corporation","Materials","36.61","26.34","0.810154","-1.18","42.04","31.42","19749449484.0","1509000000.0","3.707639","1.81","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NEM"
"331","NWSA","News Corp. Class A","Consumer Discretionary","15.65","43.47","1.24533","-1.28","17.29","12.0","9356906461.0","679000000.0","1.551817","0.85","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NWSA"
"332","NWS","News Corp. Class B","Consumer Discretionary","15.85","44.03","1.226994","-1.28","17.7","12.35","9496735699.0","679000000.0","1.571822","0.86","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NWS"
"333","NEE","NextEra Energy","Utilities","145.29","21.65","2.653792","11.39","159.64","124.18","69661177770.0","9018000000.0","4.091698","2.75","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NEE"
"334","NLSN","Nielsen Holdings","Industrials","33.9","18.73","3.620873","1.39","45.73","34.22","13377670080.0","1836000000.0","2.72882","3.02","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NLSN"
"335","NKE","Nike","Consumer Discretionary","62.49","24.9","1.218955","2.51","68.83","50.35","106776113744.0","5162000000.0","3.054993","8.91","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NKE"
"336","NI","NiSource Inc.","Utilities","22.51","19.57","3.378086","1.02","27.76","21.93","7776566371.0","1448600000.0","2.236134","1.82","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NI"
"337","NBL","Noble Energy Inc","Energy","25.43","105.96","1.477105","-2.32","39.6","22.99","13177325251.0","-518000000.0","4.697645","1.44","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NBL"
"338","JWN","Nordstrom","Consumer Discretionary","47.23","15.04","3.002029","2.02","53.0","37.79","8212509855.0","1448000000.0","0.746034","9.1","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JWN"
"339","NSC","Norfolk Southern Corp.","Industrials","136.89","20.65","2.018503","18.73","157.15","109.27","40543547441.0","4737000000.0","3.852591","3.09","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NSC"
"340","NTRS","Northern Trust Corp.","Financials","96.2","19.96","1.667825","4.92","108.91","83.17","22908130223.0","0.0","4.031728","2.44","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NTRS"
"341","NOC","Northrop Grumman Corp.","Industrials","324.01","24.4","1.303086","11.47","349.18","231.98","58782413951.0","3884000000.0","2.209576","7.96","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NOC"
"342","NCLH","Norwegian Cruise Line","Consumer Discretionary","56.01","15.35","0.0","2.78","61.48","46.96","13191507318.0","1529401000.0","3.20661","2.35","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NCLH"
"343","NRG","NRG Energy","Utilities","24.0","17.78","1.419558","-2.23","29.78","14.52","8030036023.0","1774000000.0","0.993302","6.73","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NRG"
"344","NUE","Nucor Corp.","Materials","60.38","17.01","2.415766","4.1","70.48","51.67","20003317128.0","2648729000.0","0.998376","2.34","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NUE"
"345","NVDA","Nvidia Corporation","Information Technology","217.52","82.08","0.262238","2.57","249.27","95.17","138652800000.0","3098000000.0","20.094294","20.39","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NVDA"
"346","ORLY","O'Reilly Automotive","Consumer Discretionary","252.22","21.91","0.0","10.73","279.23","169.43","21433781860.0","1965187000.0","3.193432","34.12","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ORLY"
"347","OXY","Occidental Petroleum","Energy","68.47","195.63","4.408186","-0.75","78.09","57.2","53467692395.0","5205000000.0","6.044895","0.0","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OXY"
"348","OMC","Omnicom Group","Consumer Discretionary","75.91","15.27","3.183868","4.79","86.71","65.32","17377551986.0","2366000000.0","1.532716","6.66","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OMC"
"349","OKE","ONEOK","Energy","54.4","34.0","5.44362","1.66","61.36","47.14","21988472489.0","1851783000.0","2.615957","4.03","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OKE"
"350","ORCL","Oracle Corp.","Information Technology","46.84","18.81","1.555146","2.2","53.14","40.01","202302349740.0","16545000000.0","5.256165","3.56","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ORCL"
"351","PCAR","PACCAR Inc.","Industrials","66.98","15.72","1.455816","4.75","79.69","61.93","24152102921.0","3619200000.0","1.28693","3.07","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PCAR"
"352","PKG","Packaging Corporation of America","Materials","111.95","18.57","2.151456","7.07","131.13","88.47","11051273948.0","1214900000.0","1.741522","5.54","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PKG"
"353","PH","Parker-Hannifin","Industrials","174.51","21.6","1.440183","7.24","212.8","145.38","24421668509.0","2092089000.0","1.865266","4.39","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PH"
"354","PDCO","Patterson Companies","Health Care","32.88","14.05","3.072378","1.79","48.3","32.07","3209792400.0","359644000.0","0.787279","2.34","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PDCO"
"355","PAYX","Paychex Inc.","Information Technology","61.86","27.49","3.08928","2.26","73.1","54.2","23253666810.0","1414900000.0","7.248487","11.77","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PAYX"
"356","PYPL","PayPal","Information Technology","72.32","49.53","0.0","1.47","86.32","39.92","90708000000.0","2932000000.0","6.935696","5.81","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PYPL"
"357","PNR","Pentair Ltd.","Industrials","66.67","18.89","2.03933","3.63","74.84","57.63","12466660892.0","863700000.0","2.519151","2.48","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PNR"
"358","PBCT","People's United Financial","Financials","18.56","18.02","3.59375","0.97","20.14","15.97","6527616000.0","0.0","3.92727","1.17","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PBCT"
"359","PEP","PepsiCo Inc.","Consumer Staples","110.15","21.51","2.837004","4.36","122.51","104.77","161413271020.0","12843000000.0","3.670506","0.0","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PEP"
"360","PKI","PerkinElmer","Health Care","72.06","24.68","0.369539","2.64","84.49","52.63","8351767268.0","445658000.0","3.711646","3.25","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PKI"
"361","PRGO","Perrigo","Health Care","84.44","0.0","0.731261","-28.01","95.93","63.68","12326379902.0","0.0","3.385007","2.03","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PRGO"
"362","PFE","Pfizer Inc.","Health Care","33.63","12.69","3.887936","3.51","39.43","31.67","208505541949.0","20569000000.0","4.002089","3.4","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PFE"
"363","PCG","PG&E Corp.","Utilities","38.24","8.75","0.0","2.78","71.57","38.45","20309412381.0","6471000000.0","1.573064","1.09","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PCG"
"364","PM","Philip Morris International","Consumer Staples","100.39","22.36","4.328479","4.48","123.55","96.66","153580671803.0","11802000000.0","2.757469","1318.7","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PM"
"365","PSX","Phillips 66","Energy","92.44","21.11","2.928564","9.93","107.47","75.14","47996220000.0","5311000000.0","0.474995","2.12","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PSX"
"366","PNW","Pinnacle West Capital","Utilities","74.34","16.06","3.698776","3.95","92.48","73.81","8397609889.0","1614399000.0","2.993121","1.65","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PNW"
"367","PXD","Pioneer Natural Resources","Energy","169.16","118.29","0.181612","-3.39","199.83","125.46","29983119693.0","1717000000.0","6.789048","2.76","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PXD"
"368","PNC","PNC Financial Services","Financials","149.38","17.55","1.935484","10.4","160.07","115.25","73315000000.0","0.0","4.04653","1.53","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PNC"
"369","RL","Polo Ralph Lauren Corp.","Consumer Discretionary","101.32","17.74","1.85701","-1.19","119.33","66.06","8753430477.0","506100000.0","1.394876","2.44","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RL"
"370","PPG","PPG Industries","Materials","110.3","18.73","1.577149","6.31","122.07","99.57","29043337549.0","2585000000.0","1.955105","4.83","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PPG"
"371","PPL","PPL Corp.","Utilities","29.52","12.83","5.219689","2.79","40.2","29.21","20839814845.0","3937000000.0","3.749705","1.95","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PPL"
"372","PX","Praxair Inc.","Materials","144.07","24.63","2.199853","4.32","166.95","115.53","42948664203.0","3632000000.0","3.887915","6.88","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PX"
"373","PCLN","Priceline.com Inc","Consumer Discretionary","1806.06","24.26","0.0","42.66","2067.99","1589.0","91817448863.0","4803487000.0","9.176564","6.92","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PCLN"
"374","PFG","Principal Financial Group","Financials","60.38","11.96","3.19149","4.5","75.59","58.94","18457199721.0","0.0","1.716755","1.53","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PFG"
"375","PG","Procter & Gamble","Consumer Staples","80.22","20.46","3.370479","5.6","94.67","80.1","206318943299.0","17249000000.0","3.1595","3.85","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PG"
"376","PGR","Progressive Corp.","Financials","51.07","20.76","2.10618","2.73","58.25","36.84","31062780000.0","0.0","1.145888","3.25","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PGR"
"377","PLD","Prologis","Real Estate","58.33","20.76","2.931379","3.06","67.53","48.69","31953288000.0","2969194000.0","14.380373","2.11","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PLD"
"378","PRU","Prudential Financial","Financials","103.38","9.99","2.69857","9.73","127.14","97.88","47136080000.0","0.0","1.083727","0.93","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PRU"
"379","PEG","Public Serv. Enterprise Inc.","Utilities","46.73","16.11","3.60587","1.75","53.28","41.67","24138050331.0","3613000000.0","3.449145","1.88","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PEG"
"380","PSA","Public Storage","Real Estate","180.49","18.21","4.316159","6.81","232.21","180.93","32258539942.0","1924803000.0","16.16417","6.56","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PSA"
"381","PHM","Pulte Homes Inc.","Consumer Discretionary","28.67","12.86","1.203611","1.44","35.21","21.06","8792572352.0","992811000.0","1.034154","1.99","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PHM"
"382","PVH","PVH Corp.","Consumer Discretionary","142.68","20.98","0.100529","6.77","157.96","84.53","11478625926.0","1057500000.0","1.761752","2.14","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PVH"
"383","QRVO","Qorvo","Information Technology","76.85","19.71","0.0","-0.13","85.24","62.68","9877885146.0","806875000.0","3.389142","1.98","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=QRVO"
"384","QCOM","QUALCOMM Inc.","Information Technology","62.42","16.51","3.505535","1.65","69.28","48.92","96282828902.0","4191000000.0","4.263658","3.82","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=QCOM"
"385","PWR","Quanta Services Inc.","Industrials","33.51","17.54","0.0","1.28","40.11","30.23","5330131216.0","649404000.0","0.778934","1.43","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PWR"
"386","DGX","Quest Diagnostics","Health Care","96.42","17.07","1.988467","5.5","112.97","90.1","13578300000.0","1453000000.0","1.770988","2.82","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DGX"
"387","RRC","Range Resources Corp.","Energy","12.82","35.61","0.609756","-2.79","34.09","12.7","3255587970.0","820095000.0","1.962434","0.59","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RRC"
"388","RJF","Raymond James Financial Inc.","Financials","86.06","16.94","1.098298","4.12","99.1","71.35","13216271700.0","0.0","1.973456","2.34","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RJF"
"389","RTN","Raytheon Co.","Industrials","198.74","25.78","1.561276","6.95","213.45","147.86","59066255840.0","3868000000.0","2.293833","5.28","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RTN"
"390","O","Realty Income Corporation","Real Estate","47.56","15.54","5.372036","1.12","63.6","48.89","13784942453.0","1075568000.0","15.588069","1.92","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=O"
"391","RHT","Red Hat Inc.","Information Technology","124.65","79.9","0.0","1.68","135.77","78.48","22799923883.0","541809000.0","8.202077","15.69","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RHT"
"392","REG","Regency Centers Corporation","Real Estate","55.58","15.27","3.685034","1.43","72.05","56.66","9858367494.0","487636000.0","13.762162","1.51","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=REG"
"393","REGN","Regeneron","Health Care","322.62","27.93","0.0","7.74","543.55","319.5","35950369241.0","2043160000.0","8.48541","5.89","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=REGN"
"394","RF","Regions Financial Corp.","Financials","17.9","17.9","1.898734","1.0","19.9","13.0","21500640000.0","0.0","3.474771","1.32","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RF"
"395","RSG","Republic Services Inc","Industrials","62.72","26.13","2.136223","1.77","69.4","57.53","21590903863.0","2734000000.0","2.884119","2.83","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RSG"
"396","RMD","ResMed","Health Care","89.26","31.54","1.512042","2.41","104.78","67.04","13233622689.0","636942000.0","6.164069","6.61","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RMD"
"397","RHI","Robert Half International","Industrials","52.26","20.18","1.707577","2.32","60.59","42.92","7047165475.0","565196000.0","1.33304","5.98","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RHI"
"398","ROK","Rockwell Automation Inc.","Industrials","178.73","26.48","1.769255","6.35","210.72","147.67","24123216432.0","1323200000.0","3.760594","10.94","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ROK"
"399","COL","Rockwell Collins","Industrials","133.31","22.29","0.974889","4.8","139.63","89.9","22197870556.0","1696000000.0","3.781273","3.46","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COL"
"400","ROP","Roper Technologies","Industrials","259.4","27.57","0.619858","9.38","290.42","191.22","27247789759.0","1555209000.0","5.971591","4.23","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ROP"
"401","ROST","Ross Stores","Consumer Discretionary","75.06","26.52","0.820618","2.83","85.66","52.85","29803566306.0","2247009000.0","2.97345","10.28","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ROST"
"402","RCL","Royal Caribbean Cruises Ltd","Consumer Discretionary","122.45","16.26","1.867414","7.53","135.65","93.4","27418147452.0","2876309000.0","3.102661","2.56","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RCL"
"403","SPGI","S&P Global, Inc.","Financials","173.31","27.38","1.094751","7.95","185.38","124.64","46585950000.0","3021000000.0","10.254704","50.56","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SPGI"
"404","CRM","Salesforce.com","Information Technology","104.03","520.15","0.0","0.27","114.52","79.63","79489115000.0","925804000.0","10.373879","8.81","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CRM"
"405","SBAC","SBA Communications","Real Estate","159.85","199.81","0.0","0.62","177.67","103.51","19572031314.0","1074240000.0","15.189207","91.04","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SBAC"
"406","SCG","SCANA Corp","Utilities","35.6","8.75","6.683034","4.16","71.28","35.31","5229448882.0","1459000000.0","1.651705","0.92","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SCG"
"407","SLB","Schlumberger Ltd.","Energy","67.4","44.93","2.867384","-1.08","82.71","61.02","96529311126.0","3222000000.0","3.229783","2.64","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SLB"
"408","SNI","Scripps Networks Interactive Inc.","Consumer Discretionary","86.46","16.04","1.376147","5.18","88.87","64.87","11328642413.0","1351059000.0","4.374079","4.22","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SNI"
"409","STX","Seagate Technology","Information Technology","47.44","11.51","5.085772","2.58","56.45","30.6","14113197720.0","1811000000.0","1.304856","13.33","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=STX"
"410","SEE","Sealed Air","Materials","42.62","21.31","1.442741","2.46","50.62","41.22","8001938397.0","969700000.0","2.470007","10.55","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SEE"
"411","SRE","Sempra Energy","Utilities","103.36","19.14","3.160726","5.45","122.98","100.63","26163862235.0","3763000000.0","3.15303","1.98","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SRE"
"412","SHW","Sherwin-Williams","Materials","387.65","26.75","0.842669","18.61","435.15","302.01","37730994828.0","2160668000.0","2.527608","13.42","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SHW"
"413","SIG","Signet Jewelers","Consumer Discretionary","49.38","6.65","2.473075","7.03","77.94","46.09","3034275549.0","852700000.0","0.75647","1.38","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SIG"
"414","SPG","Simon Property Group Inc","Real Estate","152.18","13.56","5.036808","6.25","187.35","150.15","48139839531.0","4411515000.0","8.754495","13.24","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SPG"
"415","SWKS","Skyworks Solutions","Information Technology","99.04","16.45","1.26295","5.41","117.65","90.53","18493080922.0","1122900000.0","6.970444","4.25","http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SWKS"
